date,latitude,longitude,year,rainfall_mm,RE_mm,SM_prev,soil_deficit,dem_m,slope_deg,TWI,HAND_m,ks_mmh,psi_cm,theta_s,label
2022-07-27,39.902297,116.515546,2022,141.70883461486284,115.09,0.363,0.1021,37.0,2.1054,10.5929,5.0,103.615,-11.1559,0.4651,1
2022-07-27,39.841887,116.478903,2022,92.83746437585494,46.353,0.3436,0.121,35.0,2.2156,11.9281,1.0,126.766,-7.856,0.4646,1
2022-07-27,39.863404,116.567311,2022,92.15266898632598,87.418,0.3575,0.1286,28.0,6.1805,9.5125,2.0,32.307,-20.326,0.4861,1
2022-07-27,39.823868,116.506227,2022,92.15266898632598,51.254,0.3582,0.1064,35.0,2.3148,10.4979,4.0,126.766,-7.856,0.4646,1
2022-07-27,39.814733,116.345035,2022,58.0839726254612,54.011,0.3499,0.1181,44.0,7.7233,10.6738,1.0,29.81,-26.342,0.468,1
2022-07-27,40.069132,116.384865,2022,65.12797293357659,59.477,0.3415,0.1288,37.0,2.284,18.9133,0.0,36.91,-20.643,0.4703,1
2022-07-27,39.902702,116.571962,2022,141.70883461486284,100.895,0.356,0.1086,30.0,0.7577,13.9178,2.0,125.312,-7.795,0.4646,1
2022-08-04,40.233214,116.358662,2022,12.7641276147359,7.917,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2022-08-04,40.232568,116.228636,2022,15.227612777774208,11.538,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2022-08-04,40.340813,116.750316,2022,32.98505249368043,12.323,0.2071,0.2527,54.0,1.5231,11.3223,2.0,84.3213,-13.6101,0.4598,1
2022-08-20,39.863404,116.567311,2022,0.0,0.0,0.2989,0.1624,28.0,6.1805,9.5125,2.0,32.307,-20.326,0.4861,0
2022-08-20,39.823868,116.506227,2022,0.0,0.0,0.2989,0.1624,35.0,2.3148,10.4979,4.0,126.766,-7.856,0.4646,0
2022-08-24,40.379651,115.881031,2022,0.0,0.0,0.2989,0.1624,504.0,2.611,10.3774,7.0,41.6159,-16.8446,0.4646,0
2022-08-27,40.340813,116.750316,2022,0.0,0.0,0.2989,0.1624,54.0,1.5231,11.3223,2.0,84.3213,-13.6101,0.4598,0
2022-08-30,39.906121,116.618658,2022,0.0,0.0,0.2989,0.1624,26.0,1.9036,12.3031,0.0,125.312,-7.795,0.4646,0
2022-08-31,40.090761,116.660893,2022,0.0,0.0,0.2989,0.1624,38.0,4.4401,9.8451,2.0,125.566,-7.837,0.4648,0
2022-08-31,40.033007,116.683391,2022,0.0,0.0,0.2989,0.1624,27.0,1.4707,10.9519,2.0,113.8136,-7.9888,0.4521,0
2022-09-01,40.094656,116.551254,2022,0.0,0.0,0.2989,0.1624,34.0,1.2948,15.8626,2.0,124.336,-7.837,0.4648,0
2022-09-02,40.028878,116.468059,2022,0.0,0.0,0.2989,0.1624,39.0,1.1062,12.7409,1.0,123.66,-7.837,0.4648,0
2022-09-03,39.954526,116.547189,2022,1.4002277684085984,0.0,0.2989,0.1624,31.0,2.6641,10.3572,2.0,125.312,-7.795,0.4646,0
2022-09-03,39.902702,116.571962,2022,1.4002277684085984,0.0,0.2989,0.1624,30.0,0.7577,13.9178,2.0,125.312,-7.795,0.4646,0
2022-09-03,39.799393,116.223216,2022,3.050535660884873,0.311,0.2989,0.1624,56.0,2.2264,10.5369,1.0,98.591,-9.106,0.4475,0
2022-09-03,39.705649,116.229085,2022,3.050535660884873,0.311,0.2989,0.1624,45.0,6.448,10.5684,2.0,98.591,-9.106,0.4475,0
2022-09-05,40.295281,116.664272,2022,0.0,0.0,0.2989,0.1624,38.0,0.9361,16.5828,0.0,108.009,-8.176,0.4475,0
2022-09-05,40.295281,116.648351,2022,0.0,0.0,0.2989,0.1624,43.0,0.9361,11.4038,3.0,108.009,-8.176,0.4475,0
2022-09-06,40.34096,116.57259,2022,0.0,0.0,0.2989,0.1624,78.0,4.805,10.1713,13.0,38.272,-18.663,0.4703,0
2022-09-07,40.344046,116.567934,2022,0.0,0.0,0.2989,0.1624,74.0,3.3936,11.031,6.0,38.272,-18.663,0.4703,0
2023-06-01,39.84432,116.24102,2023,0.0,0.0,0.2989,0.1624,58.0,0.3809,12.3031,3.0,30.4372,-25.5898,0.4666,0
2023-06-01,39.832871,116.288638,2023,0.0,0.0,0.2989,0.1624,54.0,3.9311,10.3728,6.0,33.573,-21.829,0.4597,0
2023-06-01,39.84392,116.25283,2023,0.0,0.0,0.2989,0.1624,56.0,1.1062,11.2368,3.0,30.688,-25.289,0.4661,0
2023-06-01,39.83803,116.25133,2023,0.0,0.0,0.2989,0.1624,55.0,1.6488,10.8375,5.0,33.3221,-22.1299,0.4603,0
2023-06-01,39.810888,116.204004,2023,0.0,0.0,0.2989,0.1624,51.0,1.4707,19.3487,0.0,108.5235,-8.1711,0.4475,0
2023-06-01,39.837833,116.21258,2023,0.0,0.0,0.2989,0.1624,56.0,3.6526,10.7342,1.0,98.8434,-9.0954,0.4476,0
2023-06-01,39.85523,116.220412,2023,0.0,0.0,0.2989,0.1624,57.0,0.3809,16.6206,0.0,46.7405,-22.8765,0.4665,0
2023-06-01,39.837833,116.216258,2023,0.0,0.0,0.2989,0.1624,54.0,0.3809,12.9963,0.0,98.591,-9.106,0.4475,0
2023-06-01,39.847767,116.216721,2023,0.0,0.0,0.2989,0.1624,63.0,2.611,10.3774,5.0,90.5666,-11.1169,0.4498,0
2023-06-01,39.833889,116.243523,2023,0.0,0.0,0.2989,0.1624,55.0,3.0558,11.6061,1.0,61.7475,-16.3157,0.4544,0
2023-06-01,39.823642,116.275576,2023,0.0,0.0,0.2989,0.1624,47.0,2.9547,11.5063,3.0,45.579,-15.556,0.472,0
2023-06-01,39.826845,116.206379,2023,0.0,0.0,0.2989,0.1624,61.0,3.3653,10.1232,6.0,108.4961,-8.1736,0.4475,0
2023-06-20,40.068865,116.330175,2023,0.0,0.0,0.2989,0.1624,46.0,3.3936,10.1148,1.0,60.9802,-17.4608,0.4665,0
2023-06-20,40.039705,116.358662,2023,0.0,0.0,0.2989,0.1624,38.0,2.0361,11.3195,0.0,36.91,-20.643,0.4703,0
2023-06-24,40.32732,116.63634,2023,0.0,0.0,0.2989,0.1624,47.0,0.3809,18.9852,0.0,52.3744,-16.5423,0.4656,0
2023-06-24,40.34671,116.64293,2023,0.0,0.0,0.2989,0.1624,53.0,2.0361,10.6264,6.0,38.272,-18.663,0.4703,0
2023-07-02,40.406625,115.940856,2023,0.0,0.0,0.2989,0.1624,496.0,0.3809,12.7086,0.0,46.278,-20.601,0.4808,0
2023-07-03,39.903404,116.285473,2023,0.0,0.0,0.2989,0.1624,61.0,2.842,10.9856,4.0,0.01,-10.0,0.1,0
2023-07-03,39.929543,116.248293,2023,0.0,0.0,0.2989,0.1624,67.0,3.044,10.2237,6.0,38.423,-17.839,0.4738,0
2023-07-03,39.923921,116.238857,2023,0.0,0.0,0.2989,0.1624,88.0,8.9136,10.0584,27.0,121.5719,-8.4323,0.4662,0
2023-07-05,40.107676,116.562609,2023,0.0,0.0,0.2989,0.1624,35.0,4.1189,11.0191,0.0,82.8652,-15.6816,0.463,0
2023-07-09,40.178113,116.423676,2023,0.0,0.0,0.2989,0.1624,33.0,0.7577,14.1001,1.0,33.595,-19.782,0.4615,0
2023-07-12,40.233214,116.358662,2023,47.35950714542503,40.588,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2023-07-12,40.232568,116.228636,2023,52.56880855418592,48.879,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2023-07-12,39.902702,116.571962,2023,30.6540750141768,3.006,0.4133,0.0513,30.0,0.7577,13.9178,2.0,125.312,-7.795,0.4646,1
2023-07-12,40.340813,116.750316,2023,42.52208171845994,16.116,0.1673,0.2925,54.0,1.5231,11.3223,2.0,84.3213,-13.6101,0.4598,1
2023-07-21,40.233214,116.358662,2023,60.94386388074821,54.172,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2023-07-21,40.232568,116.228636,2023,94.91726374865878,91.228,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2023-07-21,40.428162,115.973277,2023,56.13617126798535,37.065,0.2634,0.2182,500.0,2.611,10.3774,3.0,58.7146,-14.1579,0.4816,1
2023-07-21,40.379651,115.881031,2023,51.564870275475,40.222,0.2236,0.241,504.0,2.611,10.3774,7.0,41.6159,-16.8446,0.4646,1
2023-07-22,40.233214,116.358662,2023,28.428162966620626,21.657,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2023-07-22,40.232568,116.228636,2023,34.308427383906974,30.619,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2023-07-22,39.873535,116.46704,2023,47.02300224193639,43.246,0.3937,0.073,40.0,4.8713,10.1575,1.0,32.325,-22.199,0.4667,1
2023-07-23,39.909603,116.61486,2023,0.0,0.0,0.2989,0.1624,29.0,1.5152,10.9221,3.0,125.312,-7.795,0.4646,0
2023-08-01,40.233214,116.358662,2023,42.09391033973819,35.322,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2023-08-01,40.232568,116.228636,2023,55.3063863181976,51.617,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2023-08-01,39.809898,116.303086,2023,22.52063181795047,13.84,0.282,0.19,47.0,1.9036,11.61,1.0,45.579,-15.556,0.472,1
2023-08-01,40.468379,115.962826,2023,60.212195521243714,47.952,0.2484,0.2251,486.0,1.4707,14.7696,2.0,45.1076,-20.1434,0.4735,1
2023-08-02,39.84432,116.24102,2023,0.118935250830434,0.0,0.2989,0.1624,58.0,0.3809,12.3031,3.0,30.4372,-25.5898,0.4666,0
2023-08-02,39.832871,116.288638,2023,0.118935250830434,0.0,0.2989,0.1624,54.0,3.9311,10.3728,6.0,33.573,-21.829,0.4597,0
2023-08-02,39.84392,116.25283,2023,0.118935250830434,0.0,0.2989,0.1624,56.0,1.1062,11.2368,3.0,30.688,-25.289,0.4661,0
2023-08-02,39.83803,116.25133,2023,0.118935250830434,0.0,0.2989,0.1624,55.0,1.6488,10.8375,5.0,33.3221,-22.1299,0.4603,0
2023-08-02,39.810888,116.204004,2023,0.118935250830434,0.0,0.2989,0.1624,51.0,1.4707,19.3487,0.0,108.5235,-8.1711,0.4475,0
2023-08-02,39.837833,116.21258,2023,0.118935250830434,0.0,0.2989,0.1624,56.0,3.6526,10.7342,1.0,98.8434,-9.0954,0.4476,0
2023-08-02,39.85523,116.220412,2023,0.118935250830434,0.0,0.2989,0.1624,57.0,0.3809,16.6206,0.0,46.7405,-22.8765,0.4665,0
2023-08-02,39.837833,116.216258,2023,0.118935250830434,0.0,0.2989,0.1624,54.0,0.3809,12.9963,0.0,98.591,-9.106,0.4475,0
2023-08-02,39.847767,116.216721,2023,0.118935250830434,0.0,0.2989,0.1624,63.0,2.611,10.3774,5.0,90.5666,-11.1169,0.4498,0
2023-08-02,39.833889,116.243523,2023,0.118935250830434,0.0,0.2989,0.1624,55.0,3.0558,11.6061,1.0,61.7475,-16.3157,0.4544,0
2023-08-02,39.823642,116.275576,2023,0.118935250830434,0.0,0.2989,0.1624,47.0,2.9547,11.5063,3.0,45.579,-15.556,0.472,0
2023-08-02,39.826845,116.206379,2023,0.118935250830434,0.0,0.2989,0.1624,61.0,3.3653,10.1232,6.0,108.4961,-8.1736,0.4475,0
2023-08-20,40.233214,116.358662,2023,7.732075140950111,4.216,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2023-08-20,40.232568,116.228636,2023,8.162330269735161,5.157,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2023-08-20,39.847767,116.216721,2023,19.128245771741938,6.048,0.3982,0.0516,63.0,2.611,10.3774,5.0,90.5666,-11.1169,0.4498,1
2023-08-20,39.80316,116.474347,2023,13.24106116362524,1.995,0.3826,0.0823,34.0,2.9547,10.659,0.0,115.15,-9.7312,0.4649,1
2023-08-21,40.233214,116.358662,2023,24.670668882466952,17.899,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2023-08-21,40.232568,116.228636,2023,21.98503040562496,18.295,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2023-08-21,39.833889,116.243523,2023,29.916469836640243,16.371,0.3175,0.1369,55.0,3.0558,11.6061,1.0,61.7475,-16.3157,0.4544,1
2023-08-21,39.847767,116.216721,2023,29.916469836640243,11.634,0.3766,0.0732,63.0,2.611,10.3774,5.0,90.5666,-11.1169,0.4498,1
2023-08-21,40.340813,116.750316,2023,43.20688802106255,16.388,0.1713,0.2885,54.0,1.5231,11.3223,2.0,84.3213,-13.6101,0.4598,1
2023-09-02,40.233214,116.358662,2023,4.742339657792589,2.017,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2023-09-02,40.232568,116.228636,2023,1.040605623371562,0.0,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2023-09-02,39.830104,116.467673,2023,25.84774177930556,2.254,0.2825,0.1821,36.0,0.9361,12.5024,1.0,126.766,-7.856,0.4646,1
2023-09-02,39.846761,116.486295,2023,25.84774177930556,3.863,0.2676,0.1972,37.0,4.4401,9.8451,4.0,117.3219,-9.2903,0.4648,1
2023-09-08,40.233214,116.358662,2023,11.039547939054858,6.649,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2023-09-08,40.232568,116.228636,2023,17.496511100962675,13.807,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2023-09-08,39.833889,116.243523,2023,15.363601765044978,7.47,0.3093,0.1451,55.0,3.0558,11.6061,1.0,61.7475,-16.3157,0.4544,1
2023-09-09,40.233214,116.358662,2023,43.99614589259165,37.225,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2023-09-09,40.232568,116.228636,2023,34.474978957616216,30.785,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2023-09-09,39.833889,116.243523,2023,116.49443158447524,102.204,0.3093,0.1451,55.0,3.0558,11.6061,1.0,61.7475,-16.3157,0.4544,1
2023-09-09,39.823642,116.275576,2023,116.49443158447524,108.874,0.3452,0.1268,47.0,2.9547,11.5063,3.0,45.579,-15.556,0.472,1
2024-06-10,40.069132,116.384865,2024,0.8751007304994599,0.0,0.2989,0.1624,37.0,2.284,18.9133,0.0,36.91,-20.643,0.4703,0
2024-06-10,40.079204,116.333495,2024,0.8751007304994599,0.0,0.2989,0.1624,43.0,1.5231,12.9317,0.0,85.1077,-14.271,0.4628,0
2024-06-10,40.044782,116.309719,2024,0.8751007304994599,0.0,0.2989,0.1624,47.0,1.1424,17.998,0.0,50.6644,-18.8246,0.4681,0
2024-06-30,39.867612,116.271426,2024,1.4910170148185091,0.0,0.2989,0.1624,51.0,1.2948,13.0252,0.0,88.1144,-15.2288,0.4666,0
2024-06-30,39.89635,116.29049,2024,1.4910170148185091,0.0,0.2989,0.1624,56.0,2.4612,10.4366,1.0,126.984,-7.82,0.4657,0
2024-06-30,39.861699,116.271426,2024,1.4910170148185091,0.0,0.2989,0.1624,54.0,3.483,10.0887,2.0,29.81,-26.342,0.468,0
2024-06-30,39.873181,116.289278,2024,1.4910170148185091,0.0,0.2989,0.1624,48.0,1.1967,11.5636,0.0,126.984,-7.82,0.4657,0
2024-07-12,40.233214,116.358662,2024,28.139323655516428,21.368,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2024-07-12,40.232568,116.228636,2024,38.544130397175095,35.172,0.3135,0.1368,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,1
2024-07-13,40.233214,116.358662,2024,6.365182485205721,3.211,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2024-07-13,40.232568,116.228636,2024,10.731847169912692,7.308,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2024-07-13,39.902702,116.571962,2024,12.617961128150796,1.114,0.3099,0.1547,30.0,0.7577,13.9178,2.0,125.312,-7.795,0.4646,1
2024-07-14,40.233214,116.358662,2024,0.2634805667830779,0.0,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2024-07-14,40.232568,116.228636,2024,0.4726888078115194,0.0,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2024-07-14,39.909603,116.61486,2024,0.0,0.0,0.345,0.1196,29.0,1.5152,10.9221,3.0,125.312,-7.795,0.4646,1
2024-07-17,40.400093,116.877933,2024,0.0,0.0,0.2989,0.1624,97.0,1.5152,10.9221,7.0,35.74,-18.023,0.4825,0
2024-07-17,39.903502,116.317032,2024,0.0,0.0,0.2989,0.1624,53.0,0.9264,11.4142,4.0,0.01,-10.0,0.1,0
2024-07-17,40.410503,116.839521,2024,0.0,0.0,0.2989,0.1624,76.0,0.0,14.5567,2.0,87.247,-12.2809,0.4654,0
2024-07-18,39.863815,116.452871,2024,0.0,0.0,0.2989,0.1624,40.0,2.842,10.2925,4.0,111.0258,-10.2465,0.465,0
2024-07-18,40.033469,116.231435,2024,0.0,0.0,0.2989,0.1624,95.0,13.159,8.7429,37.0,37.8012,-17.5136,0.4748,0
2024-07-24,40.233214,116.358662,2024,43.075541605557135,36.304,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2024-07-24,39.818168,116.153772,2024,8.378716074644862,4.596,0.2823,0.188,95.0,2.7289,10.3332,27.0,39.124,-18.4,0.4703,1
2024-07-24,40.237712,116.214265,2024,60.54511535955752,20.789,0.3105,0.1515,89.0,3.3653,11.5095,3.0,104.3079,-10.4178,0.462,1
2024-07-24,40.232568,116.228636,2024,60.54511535955752,56.672,0.2731,0.1772,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,1
2024-07-24,40.344046,116.567934,2024,56.04289588069654,49.658,0.3289,0.1414,74.0,3.3936,11.031,6.0,38.272,-18.663,0.4703,1
2024-07-24,40.340813,116.750316,2024,29.56620834325815,10.963,0.219,0.2408,54.0,1.5231,11.3223,2.0,84.3213,-13.6101,0.4598,1
2024-07-25,40.233214,116.358662,2024,24.93374203881465,18.162,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2024-07-25,40.232568,116.228636,2024,27.32701498887365,23.637,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2024-07-25,39.863815,116.452871,2024,32.777131202520444,6.37,0.3175,0.1475,40.0,2.842,10.2925,4.0,111.0258,-10.2465,0.465,1
2024-07-29,40.090761,116.660893,2024,0.0,0.0,0.2989,0.1624,38.0,4.4401,9.8451,2.0,125.566,-7.837,0.4648,0
2024-07-29,40.069132,116.384865,2024,0.1403035123519186,0.0,0.2989,0.1624,37.0,2.284,18.9133,0.0,36.91,-20.643,0.4703,0
2024-07-29,40.32732,116.63634,2024,0.0,0.0,0.2989,0.1624,47.0,0.3809,18.9852,0.0,52.3744,-16.5423,0.4656,0
2024-07-29,40.34671,116.64293,2024,0.0,0.0,0.2989,0.1624,53.0,2.0361,10.6264,6.0,38.272,-18.663,0.4703,0
2024-07-29,40.295281,116.664272,2024,0.0,0.0,0.2989,0.1624,38.0,0.9361,16.5828,0.0,108.009,-8.176,0.4475,0
2024-07-29,40.295281,116.648351,2024,0.0,0.0,0.2989,0.1624,43.0,0.9361,11.4038,3.0,108.009,-8.176,0.4475,0
2024-07-29,40.079204,116.333495,2024,0.1403035123519186,0.0,0.2989,0.1624,43.0,1.5231,12.9317,0.0,85.1077,-14.271,0.4628,0
2024-07-29,40.068865,116.330175,2024,0.1403035123519186,0.0,0.2989,0.1624,46.0,3.3936,10.1148,1.0,60.9802,-17.4608,0.4665,0
2024-07-29,40.044782,116.309719,2024,0.1403035123519186,0.0,0.2989,0.1624,47.0,1.1424,17.998,0.0,50.6644,-18.8246,0.4681,0
2024-07-29,39.982802,116.522222,2024,0.0,0.0,0.2989,0.1624,35.0,1.4707,10.9519,4.0,109.54,-8.044,0.4475,0
2024-07-29,39.988653,116.509659,2024,0.0,0.0,0.2989,0.1624,34.0,1.2948,12.9511,0.0,109.54,-8.044,0.4475,0
2024-07-29,39.902297,116.515546,2024,0.0,0.0,0.2989,0.1624,37.0,2.1054,10.5929,5.0,103.615,-11.1559,0.4651,0
2024-07-29,39.937133,116.530692,2024,0.0,0.0,0.2989,0.1624,34.0,1.1967,11.1581,2.0,125.312,-7.795,0.4646,0
2024-07-29,40.039705,116.358662,2024,0.1403035123519186,0.0,0.2989,0.1624,38.0,2.0361,11.3195,0.0,36.91,-20.643,0.4703,0
2024-07-30,40.233214,116.358662,2024,96.965925553281,90.194,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2024-07-30,39.863815,116.452871,2024,127.83165964037453,84.127,0.3175,0.1475,40.0,2.842,10.2925,4.0,111.0258,-10.2465,0.465,1
2024-07-30,39.909603,116.61486,2024,94.39365159463584,46.439,0.3369,0.1277,29.0,1.5152,10.9221,3.0,125.312,-7.795,0.4646,1
2024-07-30,39.937133,116.530692,2024,126.92888694151944,63.57,0.2957,0.1689,34.0,1.1967,11.1581,2.0,125.312,-7.795,0.4646,1
2024-07-30,39.902297,116.515546,2024,126.92888694151944,79.043,0.2798,0.1853,37.0,2.1054,10.5929,5.0,103.615,-11.1559,0.4651,1
2024-07-30,40.033469,116.231435,2024,98.94864887952043,91.429,0.2967,0.1781,95.0,13.159,8.7429,37.0,37.8012,-17.5136,0.4748,1
2024-07-30,39.808469,116.301864,2024,92.96034970097703,87.16,0.4153,0.0567,48.0,1.1967,11.5636,3.0,45.579,-15.556,0.472,1
2024-07-30,39.814733,116.345035,2024,92.96034970097703,88.151,0.3151,0.1529,44.0,7.7233,10.6738,1.0,29.81,-26.342,0.468,1
2024-07-30,39.854141,116.261096,2024,81.24465054014145,76.498,0.3193,0.1487,56.0,1.1967,11.1581,4.0,29.945,-26.3163,0.468,1
2024-07-30,40.001512,116.100856,2024,96.81148608982151,88.224,0.2429,0.2244,137.0,3.7224,10.022,7.0,36.477,-16.417,0.4673,1
2024-07-30,40.090761,116.660893,2024,79.90470717289692,8.032,0.2628,0.202,38.0,4.4401,9.8451,2.0,125.566,-7.837,0.4648,1
2024-07-30,40.232568,116.228636,2024,97.88296284412758,94.01,0.2731,0.1772,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,1
2024-07-30,40.079204,116.333495,2024,98.50134640380892,75.228,0.3324,0.1304,43.0,1.5231,12.9317,0.0,85.1077,-14.271,0.4628,1
2024-07-30,40.344046,116.567934,2024,146.57277623197578,140.188,0.3289,0.1414,74.0,3.3936,11.031,6.0,38.272,-18.663,0.4703,1
2024-07-30,40.295281,116.664272,2024,139.61645108271375,108.467,0.337,0.1105,38.0,0.9361,16.5828,0.0,108.009,-8.176,0.4475,1
2024-07-30,40.295281,116.648351,2024,139.61645108271375,114.161,0.3578,0.0897,43.0,0.9361,11.4038,3.0,108.009,-8.176,0.4475,1
2024-07-30,40.410503,116.839521,2024,143.56942798551626,113.673,0.3046,0.1608,76.0,0.0,14.5567,2.0,87.247,-12.2809,0.4654,1
2024-07-30,40.357085,116.821258,2024,140.42558752670178,135.247,0.2791,0.1982,63.0,0.6047,19.1073,0.0,27.511,-25.627,0.4773,1
2024-07-30,40.340813,116.750316,2024,139.4247954604881,97.865,0.219,0.2408,54.0,1.5231,11.3223,2.0,84.3213,-13.6101,0.4598,1
2024-08-01,39.906121,116.618658,2024,0.9295819488609176,0.0,0.2989,0.1624,26.0,1.9036,12.3031,0.0,125.312,-7.795,0.4646,0
2024-08-01,40.344046,116.567934,2024,0.0,0.0,0.2989,0.1624,74.0,3.3936,11.031,6.0,38.272,-18.663,0.4703,0
2024-08-01,40.033007,116.683391,2024,0.1272329886456708,0.0,0.2989,0.1624,27.0,1.4707,10.9519,2.0,113.8136,-7.9888,0.4521,0
2024-08-01,40.254534,116.53804,2024,0.0,0.0,0.2989,0.1624,55.0,1.4707,12.2047,0.0,125.294,-7.837,0.4648,0
2024-08-02,40.34096,116.57259,2024,0.660826075492121,0.0,0.2989,0.1624,78.0,4.805,10.1713,13.0,38.272,-18.663,0.4703,0
2024-08-02,40.028878,116.468059,2024,3.081597593350144,0.126,0.2989,0.1624,39.0,1.1062,12.7409,1.0,123.66,-7.837,0.4648,0
2024-08-03,39.774398,116.166069,2024,1.2167157160593431,0.0,0.2989,0.1624,44.0,3.0558,12.7047,0.0,128.874,-7.837,0.4648,0
2024-08-03,39.832381,116.41188,2024,0.4571873926353846,0.0,0.2989,0.1624,36.0,2.5732,19.459,0.0,84.1054,-15.9898,0.4661,0
2024-08-03,40.094656,116.551254,2024,1.1244018123570003,0.0,0.2989,0.1624,34.0,1.2948,15.8626,2.0,124.336,-7.837,0.4648,0
2024-08-03,39.704511,116.129163,2024,1.2167157160593431,0.0,0.2989,0.1624,42.0,2.1281,10.5821,1.0,34.017,-16.4538,0.4594,0
2024-08-03,39.841887,116.478903,2024,0.4571873926353846,0.0,0.2989,0.1624,35.0,2.2156,11.9281,1.0,126.766,-7.856,0.4646,0
2024-08-03,39.873535,116.46704,2024,0.4571873926353846,0.0,0.2989,0.1624,40.0,4.8713,10.1575,1.0,32.325,-22.199,0.4667,0
2024-08-03,39.80316,116.474347,2024,0.4571873926353846,0.0,0.2989,0.1624,34.0,2.9547,10.659,0.0,115.15,-9.7312,0.4649,0
2024-08-03,39.830104,116.467673,2024,0.4571873926353846,0.0,0.2989,0.1624,36.0,0.9361,12.5024,1.0,126.766,-7.856,0.4646,0
2024-08-03,39.846761,116.486295,2024,0.4571873926353846,0.0,0.2989,0.1624,37.0,4.4401,9.8451,4.0,117.3219,-9.2903,0.4648,0
2024-08-04,40.233214,116.358662,2024,2.3843037116831685,0.283,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2024-08-09,40.233214,116.358662,2024,85.67532290056695,78.904,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2024-08-09,39.909603,116.61486,2024,56.67259759265144,5.736,0.325,0.1396,29.0,1.5152,10.9221,3.0,125.312,-7.795,0.4646,1
2024-08-09,40.039705,116.358662,2024,97.14150193131348,91.264,0.3345,0.1358,38.0,2.0361,11.3195,0.0,36.91,-20.643,0.4703,1
2024-08-09,40.033469,116.231435,2024,98.49243344093654,90.772,0.2908,0.184,95.0,13.159,8.7429,37.0,37.8012,-17.5136,0.4748,1
2024-08-09,39.903404,116.285473,2024,142.13817966733882,140.138,0.3881,0.0,61.0,2.842,10.9856,4.0,0.01,-10.0,0.1,1
2024-08-09,40.121235,116.262307,2024,83.71200431219464,28.572,0.3362,0.1181,41.0,2.7772,11.0088,2.0,140.068,-7.005,0.4543,1
2024-08-09,39.808469,116.301864,2024,95.3492376706611,89.549,0.421,0.051,48.0,1.1967,11.5636,3.0,45.579,-15.556,0.472,1
2024-08-09,39.873181,116.289278,2024,102.00693246163928,67.268,0.4361,0.0296,48.0,1.1967,11.5636,0.0,126.984,-7.82,0.4657,1
2024-08-09,39.842625,116.257933,2024,102.00693246163928,97.475,0.3371,0.1276,51.0,3.159,10.592,0.0,31.3152,-24.5368,0.4647,1
